specialty_name,itemid,lab_label,fluid,category,unit,case_count,coverage_pct,raw_lab_record_count,min_value,mean_value,max_value
消化,51221,Hematocrit,Blood,Hematology,%,5608,75.40675003361571,7821,11.1,34.60424315886602,52.4
消化,51222,Hemoglobin,Blood,Hematology,g/dL,5500,73.95455156649186,7417,3.5,11.421230838908567,17.6
消化,51301,White Blood Cells,Blood,Hematology,K/uL,5498,73.92765900228586,7390,0.1,9.000006223567064,228.6
消化,51248,MCH,Blood,Hematology,pg,5495,73.88732015597687,7374,13.8,29.6777248974865,44.7
消化,51250,MCV,Blood,Hematology,fL,5495,73.88732015597687,7375,55.0,89.89668028917802,133.0
消化,51279,Red Blood Cells,Blood,Hematology,m/uL,5495,73.88732015597687,7375,1.11,3.8689717843323392,6.16
消化,51265,Platelet Count,Blood,Hematology,K/uL,5494,73.87387387387388,7431,5.0,230.45093975009337,1399.0
消化,51277,RDW,Blood,Hematology,%,5490,73.82008874546187,7367,10.9,14.429081864704814,40.4
消化,50912,Creatinine,Blood,Chemistry,mg/dL,5109,68.69705526421944,6836,0.3,0.9615390984474954,17.1
消化,50971,Potassium,Blood,Chemistry,mEq/L,5099,68.56259244318946,6895,2.0,4.043306141571488,10.0
消化,50983,Sodium,Blood,Chemistry,mEq/L,5030,67.63479897808256,6794,102.0,138.71724683644166,159.0
消化,50902,Chloride,Blood,Chemistry,mEq/L,5029,67.62135269597957,6784,65.0,103.23375233171414,136.0
消化,51006,Urea Nitrogen,Blood,Chemistry,mg/dL,5028,67.60790641387656,6704,1.0,14.57917818944072,240.0
消化,50882,Bicarbonate,Blood,Chemistry,mEq/L,5006,67.3120882076106,6678,5.0,24.229146452828036,46.0
消化,50868,Anion Gap,Blood,Chemistry,mEq/L,5004,67.28519564340459,6661,4.0,13.443679183637217,54.0
消化,50931,Glucose,Blood,Chemistry,mg/dL,4995,67.16417910447761,6636,3.0,110.82839951062174,1086.0
消化,50960,Magnesium,Blood,Chemistry,mg/dL,4739,63.72193088610999,6301,0.3,1.9522875196361165,9.6
消化,50893,"Calcium, Total",Blood,Chemistry,mg/dL,4600,61.852897673793194,6066,1.2,8.685097394755003,16.9
消化,50970,Phosphate,Blood,Chemistry,mg/dL,4591,61.73188113486621,6063,0.3,3.4707514875550163,13.3
消化,51249,MCHC,Blood,Hematology,g/dL,3729,50.14118596208149,4607,23.5,32.739433398459944,37.4
消化,52172,RDW-SD,Blood,Hematology,fL,3723,50.06050826946349,4599,30.7,45.74040545898725,135.5
消化,50934,H,Blood,Chemistry,,3137,42.18098695710636,3925,0.0,10.163792370630114,553.0
消化,50947,I,Blood,Chemistry,,3137,42.18098695710636,3925,0.0,1.460559451705451,43.0
消化,51678,L,Blood,Chemistry,,3137,42.18098695710636,3925,0.0,10.710014876208692,253.0
消化,50861,Alanine Aminotransferase (ALT),Blood,Chemistry,IU/L,2699,36.29151539599301,3553,5.0,356.96684133453306,13960.0
消化,50878,Asparate Aminotransferase (AST),Blood,Chemistry,IU/L,2695,36.237730267581014,3550,6.0,397.8876234649704,26980.0
消化,51237,INR(PT),Blood,Hematology,,2636,35.444399623504104,3715,0.8,1.4344889524991953,15.6
