specialty_name,itemid,lab_label,fluid,category,unit,case_count,coverage_pct,raw_lab_record_count,min_value,mean_value,max_value
神经,51221,Hematocrit,Blood,Hematology,%,5717,76.51231263383298,8570,8.9,34.044499986243906,62.6
神经,51222,Hemoglobin,Blood,Hematology,g/dL,5674,75.93683083511777,8109,3.0,11.209995789762267,20.3
神经,51265,Platelet Count,Blood,Hematology,K/uL,5674,75.93683083511777,8126,5.0,233.4509202376756,1418.0
神经,51301,White Blood Cells,Blood,Hematology,K/uL,5671,75.89668094218415,8073,0.1,10.834391578708718,462.6
神经,51248,MCH,Blood,Hematology,pg,5670,75.88329764453961,8065,13.5,29.809071288597742,45.3
神经,51250,MCV,Blood,Hematology,fL,5670,75.88329764453961,8065,58.0,90.6521852691694,134.0
神经,51279,Red Blood Cells,Blood,Hematology,m/uL,5670,75.88329764453961,8065,1.39,3.781430332297528,6.6
神经,51277,RDW,Blood,Hematology,%,5668,75.85653104925053,8062,10.7,14.712943985168756,30.4
神经,50912,Creatinine,Blood,Chemistry,mg/dL,5611,75.09368308351178,8493,0.1,1.1908918069098964,16.6
神经,50971,Potassium,Blood,Chemistry,mEq/L,5566,74.4914346895075,8628,1.8,4.063267371627055,9.7
神经,50983,Sodium,Blood,Chemistry,mEq/L,5558,74.38436830835117,8595,106.0,138.77786416833737,172.0
神经,51006,Urea Nitrogen,Blood,Chemistry,mg/dL,5556,74.3576017130621,8410,1.0,21.051264613116665,227.0
神经,50902,Chloride,Blood,Chemistry,mEq/L,5553,74.31745182012848,8552,72.0,104.39752343220738,143.0
神经,50882,Bicarbonate,Blood,Chemistry,mEq/L,5542,74.17023554603854,8396,5.0,23.662777104706915,45.0
神经,50868,Anion Gap,Blood,Chemistry,mEq/L,5541,74.156852248394,8380,4.0,13.905521824322582,46.0
神经,50931,Glucose,Blood,Chemistry,mg/dL,5532,74.03640256959315,8341,15.0,122.09256884354497,1210.0
神经,50960,Magnesium,Blood,Chemistry,mg/dL,5148,68.89721627408994,7765,0.3,1.9742049385799385,31.0
神经,50893,"Calcium, Total",Blood,Chemistry,mg/dL,5094,68.1745182012848,7588,3.2,8.5286499289547,27.4
神经,50970,Phosphate,Blood,Chemistry,mg/dL,5075,67.92023554603854,7567,0.4,3.4801850574712643,16.3
神经,51249,MCHC,Blood,Hematology,%,3615,48.38062098501071,5638,22.9,32.94529620847878,39.4
