specialty_name,itemid,lab_label,fluid,category,unit,case_count,coverage_pct,raw_lab_record_count,min_value,mean_value,max_value
内分泌/代谢,51221,Hematocrit,Blood,Hematology,%,3371,65.89132134480063,4379,10.2,34.160212173863904,52.5
内分泌/代谢,51222,Hemoglobin,Blood,Hematology,g/dL,3282,64.15168100078186,4184,3.3,11.228995893909056,18.3
内分泌/代谢,51301,White Blood Cells,Blood,Hematology,K/uL,3279,64.09304143862393,4170,0.1,9.690399003761309,406.3
内分泌/代谢,51265,Platelet Count,Blood,Hematology,K/uL,3277,64.0539483971853,4185,6.0,238.69344493366467,1474.0
内分泌/代谢,51248,MCH,Blood,Hematology,pg,3276,64.03440187646599,4162,17.6,29.474556878306878,56.9
内分泌/代谢,51250,MCV,Blood,Hematology,fL,3276,64.03440187646599,4162,61.0,89.81524725274726,142.0
内分泌/代谢,51279,Red Blood Cells,Blood,Hematology,m/uL,3276,64.03440187646599,4162,0.72,3.8329044057794057,6.09
内分泌/代谢,51277,RDW,Blood,Hematology,%,3272,63.95621579358874,4152,10.7,14.466593826405868,35.8
内分泌/代谢,50912,Creatinine,Blood,Chemistry,mg/dL,2870,56.098514464425335,4057,0.1,0.8227805908764098,12.4
内分泌/代谢,50971,Potassium,Blood,Chemistry,mEq/L,2667,52.13057075840501,3852,2.1,4.035996822096372,8.3
内分泌/代谢,51249,MCHC,Blood,Hematology,g/dL,2664,52.07193119624707,3320,26.6,32.80811561561562,40.2
内分泌/代谢,52172,RDW-SD,Blood,Hematology,fL,2660,51.99374511336982,3310,33.0,45.94670175438596,128.0
内分泌/代谢,51006,Urea Nitrogen,Blood,Chemistry,mg/dL,2650,51.7982799061767,3762,1.0,14.475720643088568,127.0
内分泌/代谢,50983,Sodium,Blood,Chemistry,mEq/L,2642,51.641907740422205,3856,110.0,138.3710741430745,164.0
内分泌/代谢,50902,Chloride,Blood,Chemistry,mEq/L,2635,51.505082095387024,3791,72.0,102.87254843090706,134.0
内分泌/代谢,50882,Bicarbonate,Blood,Chemistry,mEq/L,2623,51.270523846755275,3749,3.0,24.30774090779809,46.0
内分泌/代谢,50868,Anion Gap,Blood,Chemistry,mEq/L,2622,51.250977326035965,3745,2.0,13.010190496002853,36.0
内分泌/代谢,50931,Glucose,Blood,Chemistry,mg/dL,2618,51.17279124315872,3728,19.0,119.72889358222629,1732.0
内分泌/代谢,50960,Magnesium,Blood,Chemistry,mg/dL,2485,48.57310398749023,3469,0.6,1.984791432578153,8.8
内分泌/代谢,50893,"Calcium, Total",Blood,Chemistry,mg/dL,2456,48.00625488663018,3430,3.7,8.723912863511805,16.7
内分泌/代谢,50970,Phosphate,Blood,Chemistry,mg/dL,2413,47.165754495699765,3380,0.5,3.427324171201088,13.1
内分泌/代谢,50934,H,Blood,Chemistry,,2130,41.63408913213448,3314,0.0,13.215092626465866,802.0
内分泌/代谢,50947,I,Blood,Chemistry,,2130,41.63408913213448,3314,0.0,0.9625074859934015,32.0
内分泌/代谢,51678,L,Blood,Chemistry,,2130,41.63408913213448,3314,0.0,14.077909189141584,546.0
内分泌/代谢,50861,Alanine Aminotransferase (ALT),Blood,Chemistry,IU/L,1466,28.655199374511337,1752,3.0,49.512255570713954,2756.0
内分泌/代谢,50878,Asparate Aminotransferase (AST),Blood,Chemistry,IU/L,1461,28.55746677091478,1749,6.0,54.10724389687429,2263.0
内分泌/代谢,51237,INR(PT),Blood,Hematology,,1311,25.625488663017983,1579,0.8,1.2641231702444518,15.7
内分泌/代谢,51274,PT,Blood,Hematology,sec,1311,25.625488663017983,1578,8.3,13.699081943990409,80.6
内分泌/代谢,51275,PTT,Blood,Hematology,sec,1218,23.80766223612197,1503,18.2,32.515049554304476,150.0
内分泌/代谢,50863,Alkaline Phosphatase,Blood,Chemistry,IU/L,1174,22.947615324472245,1385,21.0,120.23459681998864,2052.0
